date,social distancing,search_interest_weight,rescaled_rsv,normalized_rescaled_rsv
2020-12-13,0,0.695906432748538,0.0,0.0
2020-12-14,0,0.695906432748538,0.0,0.0
2020-12-15,0,0.695906432748538,0.0,0.0
2020-12-16,90,0.695906432748538,62.631578947368425,37.37017543859649
2020-12-17,81,0.695906432748538,56.36842105263158,33.63315789473684
2020-12-18,0,0.695906432748538,0.0,0.0
2020-12-19,0,0.695906432748538,0.0,0.0
2020-12-20,0,,0.0,0.0
2020-12-21,0,,0.0,0.0
2020-12-22,0,,0.0,0.0
2020-12-23,0,,0.0,0.0
2020-12-24,0,,0.0,0.0
2020-12-25,0,,0.0,0.0
2020-12-26,0,,0.0,0.0
2020-12-27,0,0.7088607594936709,0.0,0.0
2020-12-28,79,0.7088607594936709,56.0,33.413333333333334
2020-12-29,0,0.7088607594936709,0.0,0.0
2020-12-30,0,0.7088607594936709,0.0,0.0
2020-12-31,0,0.7088607594936709,0.0,0.0
2021-01-01,0,0.7088607594936709,0.0,0.0
2021-01-02,0,0.7088607594936709,0.0,0.0
2021-01-03,0,1.12,0.0,0.0
2021-01-04,0,1.12,0.0,0.0
2021-01-05,0,1.12,0.0,0.0
2021-01-06,0,1.12,0.0,0.0
2021-01-07,100,1.12,112.00000000000001,66.82666666666667
2021-01-08,0,1.12,0.0,0.0
2021-01-09,0,1.12,0.0,0.0
2021-01-10,0,0.9191919191919192,0.0,0.0
2021-01-11,0,0.9191919191919192,0.0,0.0
2021-01-12,0,0.9191919191919192,0.0,0.0
2021-01-13,99,0.9191919191919192,91.0,54.29666666666666
2021-01-14,0,0.9191919191919192,0.0,0.0
2021-01-15,0,0.9191919191919192,0.0,0.0
2021-01-16,0,0.9191919191919192,0.0,0.0
2021-01-17,0,0.6549707602339182,0.0,0.0
2021-01-18,75,0.6549707602339182,49.12280701754386,29.309941520467834
2021-01-19,0,0.6549707602339182,0.0,0.0
2021-01-20,96,0.6549707602339182,62.87719298245615,37.51672514619884
2021-01-21,0,0.6549707602339182,0.0,0.0
2021-01-22,0,0.6549707602339182,0.0,0.0
2021-01-23,0,0.6549707602339182,0.0,0.0
2021-01-24,0,0.717948717948718,0.0,0.0
2021-01-25,0,0.717948717948718,0.0,0.0
2021-01-26,56,0.717948717948718,40.205128205128204,23.989059829059826
2021-01-27,0,0.717948717948718,0.0,0.0
2021-01-28,0,0.717948717948718,0.0,0.0
2021-01-29,100,0.717948717948718,71.7948717948718,42.837606837606835
2021-01-30,0,0.717948717948718,0.0,0.0
2021-01-31,0,1.3333333333333333,0.0,0.0
2021-02-01,0,1.3333333333333333,0.0,0.0
2021-02-02,0,1.3333333333333333,0.0,0.0
2021-02-03,84,1.3333333333333333,112.0,66.82666666666667
2021-02-04,0,1.3333333333333333,0.0,0.0
2021-02-05,0,1.3333333333333333,0.0,0.0
2021-02-06,0,1.3333333333333333,0.0,0.0
2021-02-07,0,1.6333333333333333,0.0,0.0
2021-02-08,0,1.6333333333333333,0.0,0.0
2021-02-09,60,1.6333333333333333,98.0,58.47333333333333
2021-02-10,0,1.6333333333333333,0.0,0.0
2021-02-11,0,1.6333333333333333,0.0,0.0
2021-02-12,0,1.6333333333333333,0.0,0.0
2021-02-13,0,1.6333333333333333,0.0,0.0
2021-02-14,0,,0.0,0.0
2021-02-15,0,,0.0,0.0
2021-02-16,0,,0.0,0.0
2021-02-17,0,,0.0,0.0
2021-02-18,0,,0.0,0.0
2021-02-19,0,,0.0,0.0
2021-02-20,0,,0.0,0.0
2021-02-21,0,0.4,0.0,0.0
2021-02-22,76,0.4,30.400000000000002,18.138666666666666
2021-02-23,0,0.4,0.0,0.0
2021-02-24,0,0.4,0.0,0.0
2021-02-25,69,0.4,27.6,16.468
2021-02-26,100,0.4,40.0,23.866666666666664
2021-02-27,0,0.4,0.0,0.0
2021-02-28,0,1.6065573770491806,0.0,0.0
2021-03-01,0,1.6065573770491806,0.0,0.0
2021-03-02,0,1.6065573770491806,0.0,0.0
2021-03-03,0,1.6065573770491806,0.0,0.0
2021-03-04,0,1.6065573770491806,0.0,0.0
2021-03-05,61,1.6065573770491806,98.00000000000001,58.47333333333333
2021-03-06,0,1.6065573770491806,0.0,0.0
2021-03-07,0,1.5806451612903225,0.0,0.0
2021-03-08,0,1.5806451612903225,0.0,0.0
2021-03-09,0,1.5806451612903225,0.0,0.0
2021-03-10,0,1.5806451612903225,0.0,0.0
2021-03-11,62,1.5806451612903225,98.0,58.47333333333333
2021-03-12,0,1.5806451612903225,0.0,0.0
2021-03-13,0,1.5806451612903225,0.0,0.0
2021-03-14,0,0.6901408450704226,0.0,0.0
2021-03-15,0,0.6901408450704226,0.0,0.0
2021-03-16,64,0.6901408450704226,44.16901408450705,26.354178403755867
